Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Wang C.","57873053500;","Efficient customer segmentation in digital marketing using deep learning with swarm intelligence approach",2022,"Information Processing and Management","59","6","103085","","",,,"10.1016/j.ipm.2022.103085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137175602&doi=10.1016%2fj.ipm.2022.103085&partnerID=40&md5=1d5d6141a30d7a59a563c3f0983d84a0","School of Education and Social Work, University of Sydney, Australia","Wang, C., School of Education and Social Work, University of Sydney, Australia","Nowadays, Artificial Intelligence (AI) based modeling is the major consideration to build efficient, automated, and smart systems for our today's needs. Many companies are benefited from these modeling methods for their marketing efforts. Each firm has expected to increase its product development in an innovative way to improve its business growth. Successful firm marketing is to offer the right product to the right person at the right time. To market the product to the customer successfully, it is needed to segment the customer by finding their behavioral patterns. The customer behaviors and their purchasing patterns are used to generate profit for the company. Customer segmentation is the process of grouping customers based on commonalities. Developing an efficient AI-based customer segmentation to improve digital marketing growth is a challenging task. In this paper, an unsupervised deep learning model called a Self-organizing map with an Improved social spider optimization approach has been used for efficient customer segmentation. The customer data are analyzed by a feature engineering process using a swarm intelligence model called Modified social spider optimization to select the behavioral features of the customer. Then, the customers are clustered using Self Organizing neural network (SONN). Based on the clusters, the customers are classified using the Deep neural network (DNN) model. The experimental results prove the performance of the proposed model with high clustering and segmentation capability to improve the business profit in marketing. © 2022","Classification; Clustering; Customer segmentation; Deep neural network; Digital marketing; Self-organizing map; Social spider optimization","Commerce; Conformal mapping; E-learning; Learning systems; Profitability; Sales; Self organizing maps; Swarm intelligence; Automated systems; Based modelling; Clusterings; Customers segmentations; Digital marketing; Model method; Optimisations; Self-organizing-maps; Smart System; Social spider optimization; Deep neural networks",Article,"Final","",Scopus,2-s2.0-85137175602
"Yang Z., Wu Q., Venkatachalam K., Li Y., Xu B., Trojovský P.","57193327693;57869767700;57213001965;57005855600;57869916300;57217635928;","Topic identification and sentiment trends in Weibo and WeChat content related to intellectual property in China",2022,"Technological Forecasting and Social Change","184",,"121980","","",,,"10.1016/j.techfore.2022.121980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137076813&doi=10.1016%2fj.techfore.2022.121980&partnerID=40&md5=983425ed6ea47ba0b60e13b4c0e2a31b","College of Economics and Management, Beijing University of Technology, Beijing, China; Institute of Economics, School of Social Science, Tsinghua University, Beijing, China; Department of Applied Cybernetics, University of Hradec Králové, Hradec Králové, Czech Republic; Edinburgh Business School, Heriot-Watt University, United Kingdom; Department of Mathematics, University of Hradec Králové, Hradec Kralove, Czech Republic","Yang, Z., College of Economics and Management, Beijing University of Technology, Beijing, China; Wu, Q., Institute of Economics, School of Social Science, Tsinghua University, Beijing, China; Venkatachalam, K., Department of Applied Cybernetics, University of Hradec Králové, Hradec Králové, Czech Republic; Li, Y., College of Economics and Management, Beijing University of Technology, Beijing, China; Xu, B., Edinburgh Business School, Heriot-Watt University, United Kingdom; Trojovský, P., Department of Mathematics, University of Hradec Králové, Hradec Kralove, Czech Republic","Intense frictions in global trade have made intellectual property (IP) an important topic of public concern. Meanwhile, new media and online communities have become important platforms for the public to discuss IP issues. Mining the core topics and judging their sentiment status from the public's massive online IP data are important means for the government to formulate and evaluate IP policies, for enterprises to carry out R&D and identify business opportunities. Hence, this study aims to conduct topic identification and sentiment trends in Weibo and WeChat content related to IPs in China by employing a novel ensemble method combining the term frequency inverse document frequency (TF-IDF), TextRank, latent Dirichlet allocation (LDA), the Word2vec model, and attention-based bidirectional long short-term memory (BiLSTM). To be more specific, the text information on IPs in Weibo and WeChat is extracted using the TF-IDF and TextRank algorithms. Then, the probability of keywords in text and their IP topics are obtained based on the LDA and t-SNE models. Sentiment polarity and topic trends are analyzed by the Word2vec model and BiLSTM. The results show that 16 topics related to IP were identified, and most topics presented high levels of positive sentiment; the development trend lines of the two emotions are easily affected by abnormal events, and thus, show obvious fluctuation. © 2022","Ensemble method; Intellectual property in China; Sentiment analysis; Topic identification; Weibo and WeChat","Intellectual property; Social networking (online); Statistics; Ensemble methods; Global trade; Intellectual property in china; Latent Dirichlet allocation; New media; Public concern; Sentiment analysis; Term frequencyinverse document frequency (TF-IDF); Topic identification; Weibo and wechat; Sentiment analysis; algorithm; artificial intelligence; data mining; intellectual property rights; social media; China",Article,"Final","",Scopus,2-s2.0-85137076813
"Coltey E., Alonso D., Vassigh S., Chen S.-C.","57219305928;57860372600;57203133538;7410254440;","Towards an AI-Driven Marketplace for Small Businesses During COVID-19",2022,"SN Computer Science","3","6","441","","",,,"10.1007/s42979-022-01349-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136640876&doi=10.1007%2fs42979-022-01349-w&partnerID=40&md5=02d27bff9244a766d57f288566dfc4da","Knight Foundation School of Computing and Information Sciences, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States; College of Communication, Architecture and the Arts, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States","Coltey, E., Knight Foundation School of Computing and Information Sciences, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States; Alonso, D., Knight Foundation School of Computing and Information Sciences, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States; Vassigh, S., College of Communication, Architecture and the Arts, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States; Chen, S.-C., Knight Foundation School of Computing and Information Sciences, Florida International University, 11200 SW 8th Street, Miami, FL  33199, United States","With the introduction of new COVID-19 variants such as Delta and Omicron, small businesses have been tasked with navigating a constantly changing business environment. Furthermore, due to supply chain issues, shortages of various critical products negatively affect businesses of all sizes and industries. However, continued innovation in Computer Science, specifically in sub-fields of Artificial Intelligence (AI), such as natural language processing (NLP), has created significant value for businesses through helpful data-driven features. To this end, we propose a platform utilizing AI-driven tools to help build an effective business-to-business (B2B) platform. The proposed platform aims to automate much of the market research which goes into selecting products and platform users during times of distress while still providing an intuitive e-commerce interface. There are three primary novel components to this platform. The first of these components is the Buyer’s Club (BC), which allows customers to pool resources to purchase bulk orders at a reduced cost. The second component is an automated system utilizing Natural Language Processing (NLP) to detect trending disaster news topics. Disaster topic detection can be applied to inform buyers and suppliers on adapting to changing market conditions and has been shown to match closely with Google Trends data. The third component is a regulation matching system, using a custom data set to help inform customers when purchasing products. Such guidance is necessary to comply with a regulatory environment that will be irregular for the foreseeable future. © 2022, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.","Artificial intelligence; COVID-19; Data mining; Data retrieval; Mobile; Natural language processing; User interface",,Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85136640876
"Lekidis A., Anastasiadis A.G., Vokas G.A.","56258837200;35323800700;56039763200;","Electricity infrastructure inspection using AI and edge platform-based UAVs",2022,"Energy Reports","8",,,"1394","1411",,,"10.1016/j.egyr.2022.07.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136452994&doi=10.1016%2fj.egyr.2022.07.115&partnerID=40&md5=459d8b0c94eb39ac9845c1835337d777","Public Power Corporation S.A, Chalkokondili 22, Athens, 10432, Greece; Department of Electrical and Electronics Engineering, University of West Attica, P. Ralli & Thivon 250, Egaleo, 12244, Greece","Lekidis, A., Public Power Corporation S.A, Chalkokondili 22, Athens, 10432, Greece; Anastasiadis, A.G., Public Power Corporation S.A, Chalkokondili 22, Athens, 10432, Greece, Department of Electrical and Electronics Engineering, University of West Attica, P. Ralli & Thivon 250, Egaleo, 12244, Greece; Vokas, G.A., Department of Electrical and Electronics Engineering, University of West Attica, P. Ralli & Thivon 250, Egaleo, 12244, Greece","Traditional electricity infrastructure inspections usually have high costs, risks and it takes a long time for specialized personnel to carry them out. Additionally, they also involve scaffolding risks, that lead to a high accident rate in most electricity companies. The recent emergence of Unmanned Aerial Vehicles (UAVs) is gradually leveraged to avoid such risks. However, UAVs usually face Global Positioning System instability issues especially in the distant or harsh infrastructure areas. This requires frequent manual UAV control and calibration by electricity operators. In this article, we propose a new method for automating the UAV infrastructure inspection procedure. The method uses Artificial Intelligence techniques to identify electricity infrastructures and the associated assets, as well for the real-time detection of infrastructure faults. Additionally, using 5G Network Function Virtualization technologies, such as end-to-end network slicing, combined with edge computing, significant latency and GPS accuracy improvements are realized during the inspection. We apply the method for the inspection of a Hydroelectric Power Plant of the Public Power Corporation. The experiments illustrate significant benefits in latency, GPS accuracy, fault discovery rate and accident reduction. Such benefits provide real-time response to infrastructure faults that supports business continuity and increase customer satisfaction. © 2022 The Authors","5G; Electrical fault detection; Multi-access edge computing; Network security monitoring; Network slicing; Unmanned Aerial Vehicles","Antennas; Customer satisfaction; Edge computing; Fault detection; Global positioning system; Hydroelectric power; Network security; System stability; Unmanned aerial vehicles (UAV); 5g; Aerial vehicle; Edge computing; Electrical fault detections; Multi-access edge computing; Multiaccess; Network security monitoring; Network slicing; Networks security; Security monitoring; Unmanned aerial vehicle; 5G mobile communication systems",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85136452994
"Loutfi A.A.","57700231800;","A framework for evaluating the business deployability of digital footprint based models for consumer credit",2022,"Journal of Business Research","152",,,"473","486",,1,"10.1016/j.jbusres.2022.07.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135900695&doi=10.1016%2fj.jbusres.2022.07.057&partnerID=40&md5=905cb48913cbe0e8b7a7fd0e1fcc9f73","NTNU Business School, Norwegian University of Science and Technology, NTNU Postboks 8900, Torgarden, Trondheim  7491, Norway","Loutfi, A.A., NTNU Business School, Norwegian University of Science and Technology, NTNU Postboks 8900, Torgarden, Trondheim  7491, Norway","Every time we interact with online digital services, we generate large amounts of data that reveal our shopping habits, social interactions, and much more. We refer to these data collectively as the user-generated digital footprint (UGDF). Today, there is growing interest in using UGDF data as an alternative to conventional financial data in building consumer credit models—UGDF models. Unfortunately, we also observe a hype where the models’ business deployability is reduced to simplistic technical metrics, namely, the model's prediction accuracy. This study argues that this is a misleading oversimplification of the financial sector's business realities as it ignores vital dimensions such as the model's economic viability. Therefore, we develop a framework for evaluating the business deployability of UGDF models for consumer credit using a design science research methodology. The framework is composed of seven criteria: Data accessibility, data coverage, data timeliness, data authenticity, cost of deployment, interpretability, and compliance. © 2022 The Author","Alternative Data; Artificial Intelligence; Digital Finance; Digital Footprint; FinTech",,Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85135900695
"Mehta P., Jebarajakirthy C., Maseeh H.I., Anubha A., Saha R., Dhanda K.","57213156957;56085844300;57223003724;57212647459;57204290207;57205246693;","Artificial intelligence in marketing: A meta-analytic review",2022,"Psychology and Marketing","39","11",,"2013","2038",,2,"10.1002/mar.21716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135529741&doi=10.1002%2fmar.21716&partnerID=40&md5=35629d65b2f500c62652a485d8fa77b1","Department of Commerce, Sri Aurobindo College of Commerce and Management, Punjab, Ludhiana, India; Department of Marketing, Griffith Business School, Griffith University, Gold Coast Campus, Southport, QLD, Australia; Department of Management Studies, Jaipuria Institute of Management, Uttar Pradesh, Ghaziabad, India; SRM University, Haryana, Sonepat, India; Haryana School of Business, Guru Jambheshwar University of Science & Technology, Haryana, Hisar, India","Mehta, P., Department of Commerce, Sri Aurobindo College of Commerce and Management, Punjab, Ludhiana, India; Jebarajakirthy, C., Department of Marketing, Griffith Business School, Griffith University, Gold Coast Campus, Southport, QLD, Australia; Maseeh, H.I., Department of Marketing, Griffith Business School, Griffith University, Gold Coast Campus, Southport, QLD, Australia; Anubha, A., Department of Management Studies, Jaipuria Institute of Management, Uttar Pradesh, Ghaziabad, India; Saha, R., SRM University, Haryana, Sonepat, India; Dhanda, K., Haryana School of Business, Guru Jambheshwar University of Science & Technology, Haryana, Hisar, India","This study synthesizes the artificial intelligence literature into a Meta-analytic framework based on the theory of reasoned action and the unified theory of acceptance and use of technology 2, and examines concrete relationships between the constructs of this framework. This meta-review also performed a moderation analysis to investigate the possible reasons for inconsistent findings across studies. The findings suggest that three methodological moderators (sample type, gender dominance, and publication type), and one contextual moderator (level of country's technology advancement) lead to inconsistencies in the relationships between study constructs. Academically, this review synthesizes the artificial intelligence literature and resolves inconsistencies in the literature and also adds constructs to both theory of reasoned action and the unified theory of acceptance and use of technology 2. Practically, this meta-analysis offers multiple implications for businesses interested in enhancing customer adoption of artificial intelligence. Especially, companies can increase customers' adoption of artificial intelligence by making it more user-friendly, and advantageous and by adding pleasing features to it. © 2022 Wiley Periodicals LLC.","artificial intelligence; meta-analysis; theory of reasoned action; unified theory of acceptance and use of technology 2",,Article,"Final","",Scopus,2-s2.0-85135529741
"Chang M., Walimuni A.C.S.M., Kim M.-C., Lim H.-S.","57214989270;57833323800;55686263300;57436907600;","Acceptance of tourism blockchain based on UTAUT and connectivism theory",2022,"Technology in Society","71",,"102027","","",,2,"10.1016/j.techsoc.2022.102027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135524175&doi=10.1016%2fj.techsoc.2022.102027&partnerID=40&md5=3f710b11d12227f37cf0f2a077b93b06","BK 21 Social Data Science Educational Research Group, Jeju National University, Jeju, 63243, South Korea; Faculty of Data Science for Sustainable Growth, Jeju National University, Jeju, 63243, South Korea","Chang, M., BK 21 Social Data Science Educational Research Group, Jeju National University, Jeju, 63243, South Korea; Walimuni, A.C.S.M., Faculty of Data Science for Sustainable Growth, Jeju National University, Jeju, 63243, South Korea; Kim, M.-C., Faculty of Data Science for Sustainable Growth, Jeju National University, Jeju, 63243, South Korea; Lim, H.-S., Faculty of Data Science for Sustainable Growth, Jeju National University, Jeju, 63243, South Korea","With advances in internet technologies, innovative industrialization applying big data-based artificial intelligence is leading Industry 4.0. However, opportunities for the public to learn about virtual cryptocurrency or utilities based on blockchain technology are limited, except for Bitcoin. This lack of opportunities generates misunderstandings. This study ascertained and examined the determinants affecting the acceptance of new technologies on Jeju Island, Korea, where tourism is the dominant business. A total of 537 Jeju-do residents and potential visitors from the mainland were analyzed by conducting a partial least squares (PLS)- structural equation modeling (SEM) and one-group pretest–posttest design through a survey after observing a video clip on blockchain implementation on YouTube. The empirical analysis results showed the effect of blockchain trust transparency on the performance and effort expectancy. Facilitating conditions were found to be the most influential in blockchain technology acceptance. Following a video experiment introducing blockchain implementation as a currency for Jeju tourism, a significant positive change towards the implementation of blockchain was observed. This paper presents a concrete application of blockchain technology and shows the possibility of using social media (YouTube) to elicit user awareness and potential interest in the domestic tourism market. © 2022","Blockchain; Connectivism learning theory; Tourism application; UTAUT; YouTube","Least squares approximations; Block-chain; Connectivism; Connectivism learning theory; Industrialisation; Internet technology; Leading industry; Learning Theory; Tourism application; UTAUT; YouTube; Blockchain; artificial intelligence; industrialization; Internet; social media; tourism management; tourism market; World Wide Web; Cheju [Cheju (PRV/ISL)]; Cheju [South Korea]; South Korea",Article,"Final","",Scopus,2-s2.0-85135524175
"Chatterjee S., Chaudhuri R., Vrontis D.","56857082100;24544416000;57195339008;","AI and digitalization in relationship management: Impact of adopting AI-embedded CRM system",2022,"Journal of Business Research","150",,,"437","450",,1,"10.1016/j.jbusres.2022.06.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132736557&doi=10.1016%2fj.jbusres.2022.06.033&partnerID=40&md5=bc7f30fc0e8411fed17325b09e29336f","Indian Institute of Technology Kharagpur, West Bengal, India; Department of Marketing, Indian Institute of Management, Ranchi, India; School of Business, University of Nicosia, Cyprus","Chatterjee, S., Indian Institute of Technology Kharagpur, West Bengal, India; Chaudhuri, R., Department of Marketing, Indian Institute of Management, Ranchi, India; Vrontis, D., School of Business, University of Nicosia, Cyprus","The purpose of this study is to determine the impact of adopting a artificial intelligence-embedded customer relationship management (CRM) system for business-to-business relationship management. After reviewing the literature and considering the theory, a conceptual model was developed. The model was validated using the PLS-SEM technique with 312 responses from 14 firms in the B2B context. The study finds that an AI-embedded CRM system has a significant positive impact towards B2B relationship satisfaction and firm performance. Also, the study highlights that there is a negative impact of the moderator ‘technology turbulence’ on the relations of ‘automated decision making’ and ‘operational efficiency’ with ‘B2B relationship satisfaction’, whereas there is a positive impact of moderator ‘leadership support’ on ‘B2B relationship satisfaction’ and ‘firm performance’. There is presently no study on the impact of AI-CRM in the B2B context. Also, the study contributes to the existing literature by incorporating the moderator impact of ‘technology turbulence’ and ‘leadership support’ in the context of AI-embedded CRM systems for B2B relationship management. © 2022 Elsevier Inc.","AI; B2B relationship; CRM; Leadership support; Technology turbulence",,Article,"Final","",Scopus,2-s2.0-85132736557
"Daher A.W., Ferrari E., Muselli M., Chible H., Caviglia D.D.","57275978700;26637957600;7003496128;7801443090;7004012654;","VAMPIRE: vectorized automated ML pre-processing and post-processing framework for edge applications",2022,"Computing","104","11",,"2453","2487",,,"10.1007/s00607-022-01096-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132421893&doi=10.1007%2fs00607-022-01096-z&partnerID=40&md5=e5c6ec8afbcc885362aa428cbe8a535a","Department of Electrical, Electronic and Telecommunications Engineering and Naval Architecture, University of Genoa, Via Opera Pia 11, Liguria, Genoa, 16145, Italy; Ph.D. School for Sciences and Technology, Lebanese University, Beirut, 6573/14, Lebanon; Institute of Electronics, Computer and Telecommunication Engineering, Consiglio Nazionale delle Ricerche, Via De Marini 6, Liguria, Genoa, 16149, Italy; Rulex Innovation Labs, Rulex inc, Via Felice Romani 9, Liguria, Genoa, 16122, Italy","Daher, A.W., Department of Electrical, Electronic and Telecommunications Engineering and Naval Architecture, University of Genoa, Via Opera Pia 11, Liguria, Genoa, 16145, Italy, Ph.D. School for Sciences and Technology, Lebanese University, Beirut, 6573/14, Lebanon, Institute of Electronics, Computer and Telecommunication Engineering, Consiglio Nazionale delle Ricerche, Via De Marini 6, Liguria, Genoa, 16149, Italy, Rulex Innovation Labs, Rulex inc, Via Felice Romani 9, Liguria, Genoa, 16122, Italy; Ferrari, E., Rulex Innovation Labs, Rulex inc, Via Felice Romani 9, Liguria, Genoa, 16122, Italy; Muselli, M., Institute of Electronics, Computer and Telecommunication Engineering, Consiglio Nazionale delle Ricerche, Via De Marini 6, Liguria, Genoa, 16149, Italy, Rulex Innovation Labs, Rulex inc, Via Felice Romani 9, Liguria, Genoa, 16122, Italy; Chible, H., Ph.D. School for Sciences and Technology, Lebanese University, Beirut, 6573/14, Lebanon; Caviglia, D.D., Department of Electrical, Electronic and Telecommunications Engineering and Naval Architecture, University of Genoa, Via Opera Pia 11, Liguria, Genoa, 16145, Italy","Machine learning techniques aim to mimic the human ability to automatically learn how to perform tasks through training examples. They have proven capable of tasks such as prediction, learning and adaptation based on experience and can be used in virtually any scientific application, ranging from biomedical, robotic, to business decision applications, and others. However, the lack of domain knowledge for a particular application can make feature extraction ineffective or even unattainable. Furthermore, even in the presence of pre-processed datasets, the iterative process of optimizing Machine Learning parameters, which do not translate from one domain to another, maybe difficult for inexperienced practitioners. To address these issues, we present in this paper a Vectorized Automated ML Pre-processIng and post-pRocEssing framework, approximately named (VAMPIRE), which implements feature extraction algorithms capable of converting large time-series recordings into datasets. Also, it introduces a new concept, the Activation Engine, which is attached to the output of a Multi Layer Perceptron and extracts the optimal threshold to apply binary classification. Moreover, a tree-based algorithm is used to achieve multi-class classification using the Activation Engine. Furthermore, the internet of things gives rise to new applications such as remote sensing and communications, so consequently applying Machine Learning to improve operation accuracy, latency, and reliability is beneficial in such systems. Therefore, all classifications in this paper were performed on the edge in order to reach high accuracy with limited resources. Moreover, forecasts were applied on three unrelated biomedical datasets, and on two other pre-processed urban and activity detection datasets. Features were extracted when required, and training and testing were performed on the Raspberry Pi remotely, where high accuracy and inference speed were achieved in every experiment. Additionally, the board remained competitive in terms of power consumption when compared with a laptop which was optimized using a Graphical Processing Unit. © 2022, The Author(s).","Algorithms; Artificial intelligence; Classification; Edge computing; Feature extraction; Machine learning; Multi Layer Perceptron; Post-processing; Pre-processing; Signal processing","Chemical activation; Classification (of information); Edge computing; Engines; Extraction; Iterative methods; Large dataset; Remote sensing; Signal processing; Trees (mathematics); Edge computing; Features extraction; High-accuracy; Human abilities; Machine learning techniques; Machine-learning; Multilayers perceptrons; Post-processing; Pre-processing; Signal-processing; Feature extraction",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85132421893
"Tabesh P.","56168352500;","Who’s making the decisions? How managers can harness artificial intelligence and remain in charge",2022,"Journal of Business Strategy","43","6",,"373","380",,,"10.1108/JBS-05-2021-0090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115787231&doi=10.1108%2fJBS-05-2021-0090&partnerID=40&md5=85581ccf54419963b71379104c1b278a","Management, Cal State LA, Los Angeles, United States","Tabesh, P., Management, Cal State LA, Los Angeles, United States","Purpose: While it is evident that the introduction of machine learning and the availability of big data have revolutionized various organizational operations and processes, existing academic and practitioner research within decision process literature has mostly ignored the nuances of these influences on human decision-making. Building on existing research in this area, this paper aims to define these concepts from a decision-making perspective and elaborates on the influences of these emerging technologies on human analytical and intuitive decision-making processes. Design/methodology/approach: The authors first provide a holistic understanding of important drivers of digital transformation. The authors then conceptualize the impact that analytics tools built on artificial intelligence (AI) and big data have on intuitive and analytical human decision processes in organizations. Findings: The authors discuss similarities and differences between machine learning and two human decision processes, namely, analysis and intuition. While it is difficult to jump to any conclusions about the future of machine learning, human decision-makers seem to continue to monopolize the majority of intuitive decision tasks, which will help them keep the upper hand (vis-à-vis machines), at least in the near future. Research limitations/implications: The work contributes to research on rational (analytical) and intuitive processes of decision-making at the individual, group and organization levels by theorizing about the way these processes are influenced by advanced AI algorithms such as machine learning. Practical implications: Decisions are building blocks of organizational success. Therefore, a better understanding of the way human decision processes can be impacted by advanced technologies will prepare managers to better use these technologies and make better decisions. By clarifying the boundaries/overlaps among concepts such as AI, machine learning and big data, the authors contribute to their successful adoption by business practitioners. Social implications: The work suggests that human decision-makers will not be replaced by machines if they continue to invest in what they do best: critical thinking, intuitive analysis and creative problem-solving. Originality/value: The work elaborates on important drivers of digital transformation from a decision-making perspective and discusses their practical implications for managers. © 2021, Emerald Publishing Limited.","Artificial intelligence; Big data; Big data analytics cycle; Decision-making; Intuition; Machine learning; Rationality",,Article,"Final","",Scopus,2-s2.0-85115787231
"Nigam B., Mehra N., Niranjanamurthy M.","36988286600;57923324400;57201301948;","Self-diagnosis in healthcare systems using AI chatbots",2022,"IoT and AI Technologies for Sustainable Living: A Practical Handbook",,,,"79","91",,,"10.1201/9781003051022-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139589516&doi=10.1201%2f9781003051022-5&partnerID=40&md5=6354030e2d8f7f74a8c4136fa84849af","Department of Information Technology, Institute of Engineering and Technology (IET), Devi Ahilya Vishwavidyalaya, Indore, India; Department of Electronics & Communication, Institute of Engineering and Technology (IET), Devi Ahilya Vishwavidyalaya, Indore, India; Department of Computer Applications, M.S. Ramaiah Institute of Technology, Bangalore, India","Nigam, B., Department of Information Technology, Institute of Engineering and Technology (IET), Devi Ahilya Vishwavidyalaya, Indore, India; Mehra, N., Department of Electronics & Communication, Institute of Engineering and Technology (IET), Devi Ahilya Vishwavidyalaya, Indore, India; Niranjanamurthy, M., Department of Computer Applications, M.S. Ramaiah Institute of Technology, Bangalore, India","Self-diagnosis is the process of diagnosing, or identifying, medical conditions in oneself. It may be assisted by medical dictionaries, books, resources on the Internet, past personal experiences, or recognising symptoms or medical signs of a condition that a family member previously had. A chatbot is a computer program that simulates human conversation through voice commands or text chats or both. Chatbot, short for chatterbot, is an artificial intelligence (AI) feature that can be embedded and used through any major messaging application. Identify the right opportunity to develop an AI-driven chatbot. You can build a chatbot using established frameworks or development (non-coding) platforms depending on the features your start-up requires. Understand the goals of your business and your customer early on in the process. An AI chatbot makes a decision by leveraging pre-existing knowledge and one that it acquires continuously. To maximise the ability of AI chatbots to improve service, save money, and increase engagement, businesses and organisations need to understand how these programs work and what they can do. In this guide, you'll get a crash course on talking bots, including the technology behind them, how they have transformed marketing and customer service, and how you can start putting them to work. Users can assuredly benefit from chatbots if they can diagnose several kinds of illness and render the required data. Text diagnosis bot enables sufferers to join in analyses of their medicinal matters and present a personalised analysis report with reference to the symptoms. This chapter represents the self-diagnosis in healthcare system using AI chatbots. © 2023 Abid Hussain, Garima Tyagi and Sheng-Lung Peng. All rights reserved.",,,Book Chapter,"Final","",Scopus,2-s2.0-85139589516
"Sheela K., Begum M.M., Priya C.","57218609103;57923322000;57201031627;","Application of IoT and block chaining for business analysis",2022,"IoT and AI Technologies for Sustainable Living: A Practical Handbook",,,,"155","169",,,"10.1201/9781003051022-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139588578&doi=10.1201%2f9781003051022-10&partnerID=40&md5=9d095cfef6c29ad000f11eea604b1991","Department of Computer Science, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India; Department of Information Technology, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India","Sheela, K., Department of Computer Science, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India; Begum, M.M., Department of Computer Science, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India; Priya, C., Department of Information Technology, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India","Internet of Things (IoT) and blockchain technology have their own uniqueness in their methodology. When we consider the collaboration of technologies, IoT and blockchain play an iconic role in our environment. As we know, blockchain provides great security with its distributed and immutable nature. This integration in Business Process Management (BPM) satisfies many key requirements such as scalability, security and openness. IoT devices embedded in blockchain technology exhibits specified functionalities in various application areas such as business, healthcare, ambient assisted living, banking, agriculture and intelligent transportation. This in turn reflects a huge benefit in business analysis where the data can be stored and accessed securely without worrying about the privacy and integrity of the data. Automation can also be promoted with the integration of artificial intelligence with these technologies. Implementation of IoT faces certain challenges in ensuring privacy and security, which can be tackled by blockchain technology. This chapter briefs out the applications of IoT and blockchain for analysis in the business sector. © 2023 Abid Hussain, Garima Tyagi and Sheng-Lung Peng. All rights reserved.",,,Book Chapter,"Final","",Scopus,2-s2.0-85139588578
